TIME,OPEN,CLOSE,HIGH,LOW,VOLUME
1679289900,1974.86,1975.08,1974.6,1974.91,315
1679289960,1974.94,1975.38,1974.7,1975.34,430
1679290020,1975.34,1975.61,1974.9,1975.35,410
1679290080,1975.38,1976,1975,1975.83,551
1679290140,1975.84,1975.87,1975.2,1975.64,582
1679290200,1975.61,1975.73,1974.7,1975.08,880
1679290260,1975.08,1975.15,1974.6,1975.11,526
1679290320,1975.13,1975.22,1974.5,1975.1,590
1679290380,1975.11,1975.2,1974.6,1974.8,554
1679290440,1975.13,1975.42,1974.6,1975.42,475
1679290500,1975.43,1976.19,1975.1,1976.04,755
1679290560,1976.02,1976.46,1975.8,1976.22,585
1679290620,1976.22,1976.32,1975.7,1976,332
1679290680,1976.3,1976.42,1975.6,1975.89,665
1679290740,1975.7,1976.4,1975.4,1976.22,496
1679290800,1976.25,1976.45,1975.6,1976.335,478
1679290860,1976.33,1976.6,1976,1976.4,477
1679290920,1976.4,1977.335,1976,1977.08,594
1679290980,1977.12,1977.135,1976.4,1976.87,669
1679291040,1976.87,1977.09,1976.3,1977.09,482
1679291100,1977.04,1977.91,1976.6,1977.85,801
1679291160,1977.825,1978.755,1977.5,1978.735,1180
1679291220,1978.73,1979.34,1978,1979.24,882
1679291280,1979.2,1979.72,1978.7,1979.71,857
1679291340,1979.68,1981.74,1979.4,1981.38,1219
1679291400,1981.1,1981.49,1980.5,1981.21,1068
1679291460,1981.21,1981.99,1980.9,1981.87,1004
1679291520,1981.86,1984.4,1981.4,1984.12,1425
1679291580,1983.89,1984.27,1983.2,1984.09,1068
1679291640,1984.01,1984.09,1983.1,1983.87,915
